label,timestamp,duration,pkg,dram,socket
linear_cpp,1696637922.8824863,7744133.948,128480873.0,8182657.0,0
linear_cpp,1696637932.448694,7730065.692,129234471.0,7771342.0,0
linear_cpp,1696637942.0348818,7739372.391,107105988.0,6730207.0,0
linear_cpp,1696637951.708833,7736205.732,120095335.0,7468304.0,0
linear_cpp,1696637961.2072515,7734723.59,105580967.0,6441878.0,0
linear_cpp,1696637970.782204,7728482.619,112157977.0,6449446.0,0
linear_cpp,1696637980.4059584,7746578.486,115706247.0,8221475.0,0
linear_cpp,1696637989.9857113,7753968.236,103467447.0,7189496.0,0
linear_cpp,1696637999.531048,7737262.148,90209485.0,6776717.0,0
linear_cpp,1696638009.1246517,7745533.347,108411405.0,6869977.0,0
linear_cpp,1696638018.715456,7746119.8,116359688.0,7232525.0,0
linear_cpp,1696638028.2922547,8071331.935,109013820.0,7076520.0,0
linear_cpp,1696638037.8766491,7737704.925,103475687.0,7465007.0,0
linear_cpp,1696638047.479545,7742681.526,108418973.0,9191932.0,0
linear_cpp,1696638057.0548728,7730386.826,106261630.0,7483929.0,0
linear_cpp,1696638066.6500537,7741837.472,113385635.0,9916967.0,0
linear_cpp,1696638076.254116,7737316.038,89706680.0,6781171.0,0
linear_cpp,1696638085.8132203,7734754.32,91204784.0,6938398.0,0
linear_cpp,1696638095.3935747,7737258.688,103496440.0,6853864.0,0
linear_cpp,1696638105.0756981,7754711.682,76610705.0,8428140.0,0
linear_cpp,1696638114.5837862,7730506.234,107032440.0,6719588.0,0
linear_cpp,1696638124.176497,7746806.968,105238989.0,6852033.0,0
linear_cpp,1696638133.770264,7744759.145,89228653.0,6849836.0,0
linear_cpp,1696638143.3371022,7739964.668,104276039.0,6880292.0,0
linear_cpp,1696638152.9275367,7747896.507,92353279.0,6852339.0,0
linear_cpp,1696638162.5086348,7747301.966,138237928.0,9756627.0,0
linear_cpp,1696638172.4370453,7801988.076,145561578.0,9965856.0,0
linear_cpp,1696638182.1137404,7857134.415,90595716.0,6852339.0,0
linear_cpp,1696638192.302894,7761848.076,109174648.0,7249615.0,0
linear_cpp,1696638201.8809469,7737925.381,103557901.0,7286785.0,0
linear_cpp,1696638211.5565853,7761896.238,107298004.0,7920939.0,0
linear_cpp,1696638221.0911286,7753797.329,98753776.0,8525552.0,0
linear_cpp,1696638230.6356308,7730391.643,100115406.0,7091718.0,0
linear_cpp,1696638240.2118537,7731742.223,104593970.0,7404217.0,0
linear_cpp,1696638249.8223538,7740266.902,105763951.0,7110272.0,0
linear_cpp,1696638259.3984168,7744290.029,94487795.0,6704328.0,0
linear_cpp,1696638268.9879436,7743155.857,109397791.0,7321637.0,0
linear_cpp,1696638278.5795746,7730817.861,91211559.0,6496382.0,0
linear_cpp,1696638288.1384685,7885050.345,105051062.0,6717329.0,0
linear_cpp,1696638297.746173,7744190.411,100184619.0,6668989.0,0
linear_cpp,1696638307.3235967,7743216.24,90709424.0,6695479.0,0
linear_cpp,1696638316.9203498,7746193.749,116595832.0,7058332.0,0
linear_cpp,1696638326.496456,7742744.009,81336645.0,6642745.0,0
linear_cpp,1696638336.0717058,7757471.527,96444151.0,6747724.0,0
linear_cpp,1696638345.917963,7752478.341,105754734.0,6814008.0,0
linear_cpp,1696638355.2575588,7744767.995,103998207.0,6617537.0,0
