label,timestamp,cpu,mem
listener_cpp,1696542970,0.0,104900
talker_cpp,1696543023,0.0,105924
listener_cpp,1696543023,0.0,105924
talker_cpp,1696543076,0.0,104900
listener_cpp,1696543076,0.0,105924
talker_cpp,1696543130,0.0,104896
listener_cpp,1696543130,0.0,105924
talker_cpp,1696543183,0.0,105924
listener_cpp,1696543183,0.0,105924
talker_cpp,1696543236,0.0,105924
listener_cpp,1696543236,0.0,105924
talker_cpp,1696543289,0.0,105924
listener_cpp,1696543289,0.0,104892
talker_cpp,1696543342,0.0,105924
listener_cpp,1696543342,0.0,106052
talker_cpp,1696543396,0.0,104904
listener_cpp,1696543396,0.0,105924
talker_cpp,1696543449,0.0,105924
listener_cpp,1696543449,0.0,105924
talker_cpp,1696543502,0.0,105924
listener_cpp,1696543502,0.0,105920
talker_cpp,1696543555,0.0,104900
listener_cpp,1696543555,0.0,104904
talker_cpp,1696543609,0.0,105924
listener_cpp,1696543609,0.0,105924
talker_cpp,1696543662,0.0,105924
listener_cpp,1696543662,0.0,105924
talker_cpp,1696543715,0.0,105924
listener_cpp,1696543715,0.0,105924
talker_cpp,1696543768,0.0,105924
listener_cpp,1696543768,0.0,105924
talker_cpp,1696543822,0.0,104904
listener_cpp,1696543822,0.0,104896
talker_cpp,1696543875,0.0,105920
listener_cpp,1696543875,0.0,104900
talker_cpp,1696543928,0.0,105924
listener_cpp,1696543928,0.0,104900
talker_cpp,1696543981,0.0,104900
listener_cpp,1696543981,0.0,105924
talker_cpp,1696544035,0.0,105924
listener_cpp,1696544035,0.0,104896
talker_cpp,1696544088,0.0,105924
listener_cpp,1696544088,0.0,105924
talker_cpp,1696544141,0.0,104904
listener_cpp,1696544141,0.0,104904
talker_cpp,1696544194,0.0,105924
listener_cpp,1696544194,0.0,105920
talker_cpp,1696544248,0.0,105920
listener_cpp,1696544248,0.0,105924
talker_cpp,1696544301,0.0,104892
listener_cpp,1696544301,0.0,105924
talker_cpp,1696544354,0.0,105924
listener_cpp,1696544354,0.0,104896
talker_cpp,1696544407,0.0,104904
listener_cpp,1696544407,0.0,104900
talker_cpp,1696544460,0.0,105924
listener_cpp,1696544460,0.0,104896
talker_cpp,1696544514,0.0,104900
listener_cpp,1696544514,0.0,105920
talker_cpp,1696544567,0.0,105924
listener_cpp,1696544567,0.0,104896
talker_cpp,1696544620,0.0,105924
listener_cpp,1696544620,0.0,105924
talker_cpp,1696544673,0.0,105924
listener_cpp,1696544673,0.0,105924
talker_cpp,1696544727,0.0,105924
listener_cpp,1696544727,0.0,104904
talker_cpp,1696544780,0.0,104900
listener_cpp,1696544780,0.0,104904
talker_cpp,1696544833,0.0,105928
listener_cpp,1696544833,0.0,105924
talker_cpp,1696544886,0.0,105924
listener_cpp,1696544886,0.0,105924
talker_cpp,1696544940,0.0,104892
listener_cpp,1696544940,0.0,104900
talker_cpp,1696544993,0.0,104900
listener_cpp,1696544993,0.0,104900
talker_cpp,1696545046,0.0,106052
listener_cpp,1696545046,0.0,104904
talker_cpp,1696545099,0.0,105924
listener_cpp,1696545099,0.0,105924
talker_cpp,1696545153,0.0,105924
listener_cpp,1696545153,0.0,105924
talker_cpp,1696545206,0.0,105920
listener_cpp,1696545206,0.0,105924
talker_cpp,1696545259,0.0,105924
listener_cpp,1696545259,0.0,104904
talker_cpp,1696545312,0.0,105924
listener_cpp,1696545312,0.0,104900
talker_cpp,1696545366,0.0,105924
listener_cpp,1696545366,0.0,105924
talker_cpp,1696545419,0.0,105920
listener_cpp,1696545419,0.0,104896
talker_cpp,1696545472,0.0,105924
listener_cpp,1696545472,0.0,105924
talker_cpp,1696545525,0.0,105924
listener_cpp,1696545525,0.0,104896
talker_cpp,1696545579,0.0,105924
listener_cpp,1696545579,0.0,105924
talker_cpp,1696545632,0.0,104892
listener_cpp,1696545632,0.0,104904
talker_cpp,1696545685,0.0,105924
listener_cpp,1696545685,0.0,104904
talker_cpp,1696545738,0.0,104896
listener_cpp,1696545738,0.0,105928
talker_cpp,1696545792,0.0,104900
listener_cpp,1696545792,0.0,105924
talker_cpp,1696545845,0.0,105920
listener_cpp,1696545845,0.0,105924
talker_cpp,1696545898,0.0,105928
listener_cpp,1696545898,0.0,105924
talker_cpp,1696545951,0.0,105924
listener_cpp,1696545951,0.0,105924
talker_cpp,1696546006,0.0,105924
listener_cpp,1696546006,0.0,105920
talker_cpp,1696546059,0.0,104904
listener_cpp,1696546059,0.0,105924
talker_cpp,1696546112,0.0,105924
listener_cpp,1696546112,0.0,105924
talker_cpp,1696546165,0.0,105924
listener_cpp,1696546165,0.0,105924
