label,timestamp,cpu,mem
talker_py,1696554900,0.0,104908
listener_py,1696554900,0.0,105924
talker_py,1696554955,0.0,105924
listener_py,1696554955,0.0,105932
talker_py,1696555008,0.0,105924
listener_py,1696555008,0.0,105928
talker_py,1696555061,0.0,105924
listener_py,1696555061,0.0,104904
talker_py,1696555114,0.0,105932
listener_py,1696555114,0.0,105928
talker_py,1696555167,0.0,105932
listener_py,1696555167,0.0,104904
talker_py,1696555221,0.0,105932
listener_py,1696555221,0.0,104904
talker_py,1696555274,0.0,104904
listener_py,1696555274,0.0,104904
talker_py,1696555327,0.0,104908
listener_py,1696555327,0.0,104904
talker_py,1696555380,0.0,105928
listener_py,1696555380,0.0,105932
talker_py,1696555434,0.0,105932
listener_py,1696555434,0.0,105932
talker_py,1696555487,0.0,105928
listener_py,1696555487,0.0,105928
talker_py,1696555540,0.0,105924
listener_py,1696555540,0.0,105924
talker_py,1696555593,0.0,104904
listener_py,1696555593,0.0,105924
talker_py,1696555647,0.0,104904
listener_py,1696555647,0.0,105932
talker_py,1696555700,0.0,105932
listener_py,1696555700,0.0,104908
talker_py,1696555753,0.0,105932
listener_py,1696555753,0.0,105924
talker_py,1696555806,0.0,104908
listener_py,1696555806,0.0,105924
talker_py,1696555860,0.0,104904
listener_py,1696555860,0.0,105932
talker_py,1696555913,0.0,104904
listener_py,1696555913,0.0,105924
talker_py,1696555966,0.0,104904
listener_py,1696555966,0.0,104904
talker_py,1696556019,0.0,105932
listener_py,1696556019,0.0,105932
talker_py,1696556072,0.0,105932
listener_py,1696556072,0.0,105932
talker_py,1696556126,0.0,105928
listener_py,1696556126,0.0,105924
talker_py,1696556179,0.0,105932
listener_py,1696556179,0.0,104904
talker_py,1696556233,0.0,104904
listener_py,1696556233,0.0,105928
talker_py,1696556286,0.0,105932
listener_py,1696556286,0.0,104904
talker_py,1696556340,0.0,105924
listener_py,1696556340,0.0,104904
talker_py,1696556393,0.0,104908
listener_py,1696556393,0.0,104908
talker_py,1696556446,0.0,105924
listener_py,1696556446,0.0,105928
talker_py,1696556499,0.0,105932
listener_py,1696556499,0.0,105932
talker_py,1696556553,0.0,105932
listener_py,1696556553,0.0,105932
talker_py,1696556606,0.0,105932
listener_py,1696556606,0.0,105924
talker_py,1696556659,0.0,104904
listener_py,1696556659,0.0,105932
talker_py,1696556712,0.0,105932
listener_py,1696556712,0.0,105932
talker_py,1696556765,0.0,105924
listener_py,1696556765,0.0,105932
talker_py,1696556819,0.0,104904
listener_py,1696556819,0.0,105928
talker_py,1696556872,0.0,104904
listener_py,1696556872,0.0,105924
talker_py,1696556926,0.0,105924
listener_py,1696556926,0.0,105932
talker_py,1696556979,0.0,105932
listener_py,1696556979,0.0,105924
talker_py,1696557033,0.0,104904
listener_py,1696557033,0.0,104904
talker_py,1696557086,0.0,105920
listener_py,1696557086,0.0,105924
talker_py,1696557139,0.0,105932
listener_py,1696557139,0.0,105932
talker_py,1696557192,0.0,105932
listener_py,1696557192,0.0,105924
talker_py,1696557246,0.0,104904
listener_py,1696557246,0.0,105924
talker_py,1696557299,0.0,104908
listener_py,1696557299,0.0,105932
talker_py,1696557352,0.0,104904
listener_py,1696557352,0.0,105932
talker_py,1696557405,0.0,105932
listener_py,1696557405,0.0,104904
talker_py,1696557458,0.0,105932
listener_py,1696557458,0.0,105924
talker_py,1696557512,0.0,105932
listener_py,1696557512,0.0,105932
talker_py,1696557565,0.0,105932
listener_py,1696557565,0.0,105932
talker_py,1696557618,0.0,104904
listener_py,1696557618,0.0,105932
talker_py,1696557671,0.0,104904
listener_py,1696557671,0.0,105924
talker_py,1696557725,0.0,105924
listener_py,1696557725,0.0,104904
talker_py,1696557778,0.0,105932
listener_py,1696557778,0.0,105932
talker_py,1696557831,0.0,105932
listener_py,1696557831,0.0,105928
talker_py,1696557884,0.0,104904
listener_py,1696557884,0.0,105924
talker_py,1696557938,0.0,105932
listener_py,1696557938,0.0,105932
talker_py,1696557991,0.0,105928
listener_py,1696557991,0.0,105932
talker_py,1696558044,0.0,105932
listener_py,1696558044,0.0,105932
talker_py,1696558097,0.0,104908
listener_py,1696558097,0.0,105932
talker_py,1696558151,0.0,105924
listener_py,1696558151,0.0,105924
talker_py,1696558204,0.0,105920
listener_py,1696558204,0.0,104908
talker_py,1696558257,0.0,104904
listener_py,1696558257,0.0,105924
talker_py,1696558310,0.0,105924
listener_py,1696558310,0.0,104904
talker_py,1696558364,0.0,105932
listener_py,1696558364,0.0,105924
talker_py,1696558417,0.0,104904
listener_py,1696558417,0.0,104904
talker_py,1696558470,0.0,104908
listener_py,1696558470,0.0,105924
talker_py,1696558523,0.0,105924
listener_py,1696558523,0.0,104908
talker_py,1696558576,0.0,105932
listener_py,1696558576,0.0,105924
talker_py,1696558630,0.0,105932
listener_py,1696558630,0.0,105932
talker_py,1696558683,0.0,104904
listener_py,1696558683,0.0,105932
talker_py,1696558736,0.0,105932
listener_py,1696558736,0.0,105932
talker_py,1696558789,0.0,105932
listener_py,1696558789,0.0,104908
talker_py,1696558843,0.0,105932
listener_py,1696558843,0.0,105932
talker_py,1696558896,0.0,105932
listener_py,1696558896,0.0,105924
talker_py,1696558949,0.0,105932
listener_py,1696558949,0.0,104908
talker_py,1696559002,0.0,104904
listener_py,1696559002,0.0,105928
talker_py,1696559056,0.0,105924
listener_py,1696559056,0.0,105932
talker_py,1696559109,0.0,105924
listener_py,1696559109,0.0,105932
talker_py,1696559162,0.0,105932
listener_py,1696559162,0.0,105932
talker_py,1696559215,0.0,105932
listener_py,1696559215,0.0,105932
talker_py,1696559268,0.0,104904
listener_py,1696559268,0.0,104908
talker_py,1696559322,0.0,105928
listener_py,1696559322,0.0,105932
talker_py,1696559375,0.0,104904
listener_py,1696559375,0.0,105924
talker_py,1696559428,0.0,104908
listener_py,1696559428,0.0,105932
talker_py,1696559481,0.0,105928
listener_py,1696559481,0.0,105924
talker_py,1696559535,0.0,105924
listener_py,1696559535,0.0,104904
talker_py,1696559588,0.0,105932
listener_py,1696559588,0.0,105932
talker_py,1696559641,0.0,105932
listener_py,1696559641,0.0,104904
talker_py,1696559694,0.0,105932
listener_py,1696559694,0.0,105928
talker_py,1696559748,0.0,105920
listener_py,1696559748,0.0,105924
talker_py,1696559801,0.0,104904
listener_py,1696559801,0.0,104908
talker_py,1696559854,0.0,105924
listener_py,1696559854,0.0,105932
talker_py,1696559907,0.0,105028
listener_py,1696559907,0.0,105932
talker_py,1696559961,0.0,104908
listener_py,1696559961,0.0,105924
talker_py,1696560014,0.0,105932
listener_py,1696560014,0.0,104904
talker_py,1696560067,0.0,104904
listener_py,1696560067,0.0,104904
talker_py,1696560120,0.0,104904
listener_py,1696560120,0.0,104904
talker_py,1696560174,0.0,105928
listener_py,1696560174,0.0,105924
