label,timestamp,duration,pkg,dram,socket
pub_py,1696554900.3119032,51299410326,212274481.0,47707092.0,0
sub_py,1696554900.3119118,52894229739,220013170.0,49352840.0,0
pub_py,1696554954.5730293,50912312622,179460417.0,43638133.0,0
sub_py,1696554954.5731766,52549901991,185179092.0,45085944.0,0
pub_py,1696555007.6995826,50896852901,158976399.0,40097126.0,0
sub_py,1696555007.6995826,52522077227,164453314.0,41532669.0,0
pub_py,1696555060.908218,50892382376,157286219.0,39754415.0,0
sub_py,1696555060.920329,52522239067,162906871.0,41201128.0,0
pub_py,1696555114.132572,50900694111,157928734.0,39922566.0,0
sub_py,1696555114.137967,52469396286,163589974.0,41320207.0,0
pub_py,1696555167.3742797,50908652715,157602075.0,39919575.0,0
sub_py,1696555167.3752842,52465878306,163269662.0,41327165.0,0
pub_py,1696555220.564094,50941377679,170449271.0,40977434.0,0
sub_py,1696555220.562213,52538617697,176132667.0,42418837.0,0
pub_py,1696555273.8223512,50902149882,156030728.0,30600202.0,0
sub_py,1696555273.8223736,52504697104,161529371.0,31527690.0,0
pub_py,1696555327.0622065,50889597698,130588899.0,19074597.0,0
sub_py,1696555327.0622122,52538233314,135367939.0,19912180.0,0
pub_py,1696555380.2637644,50891649818,130567415.0,19419994.0,0
sub_py,1696555380.2637105,52511868835,135112691.0,20226327.0,0
pub_py,1696555433.5707612,50921505537,129218969.0,19261914.0,0
sub_py,1696555433.5760047,52497664656,133547388.0,20065439.0,0
pub_py,1696555486.8057353,50897105.91,129049597.0,19242993.0,0
sub_py,1696555486.7958076,52528088966,134011559.0,20112253.0,0
pub_py,1696555540.0440373,50923257236,131452117.0,19499218.0,0
sub_py,1696555540.0440273,52544994478,135886676.0,20319711.0,0
pub_py,1696555593.2470489,50927803023,128924169.0,19120191.0,0
sub_py,1696555593.235337,52528287908,133431970.0,19924693.0,0
pub_py,1696555646.4834476,50929405646,131165558.0,19404491.0,0
sub_py,1696555646.4735804,52514072662,135731037.0,20227548.0,0
pub_py,1696555699.7328124,50923739954,129681004.0,19223096.0,0
sub_py,1696555699.738683,52526290312,134317894.0,20067270.0,0
pub_py,1696555752.964775,50952890519,129840243.0,19280041.0,0
sub_py,1696555752.960535,52537952283,134257224.0,20085641.0,0
pub_py,1696555806.2056487,50931114568,131401153.0,19482982.0,0
sub_py,1696555806.2006688,52518969216,135731281.0,20289987.0,0
pub_py,1696555859.4159944,50949262.31,132874110.0,19506970.0,0
sub_py,1696555859.4185548,52520115.2,137577589.0,20302987.0,0
pub_py,1696555912.642375,50938113183,130366427.0,19447460.0,0
sub_py,1696555912.646833,52488007634,134770773.0,20247202.0,0
pub_py,1696555965.8688977,50919246449,129239903.0,19284008.0,0
sub_py,1696555965.868898,52524840413,133586816.0,20093088.0,0
pub_py,1696556019.0776384,50891424845,131152557.0,19334667.0,0
sub_py,1696556019.089632,52485442708,135624714.0,20149790.0,0
pub_py,1696556072.3170497,50918677005,129039953.0,19293591.0,0
sub_py,1696556072.317064,52480590248,133298181.0,20104746.0,0
pub_py,1696556125.5178244,50937737.34,131860320.0,19411022.0,0
sub_py,1696556125.5399537,52488816306,135811603.0,20211130.0,0
pub_py,1696556178.8043969,51281677561,131196075.0,19585155.0,0
sub_py,1696556178.7964518,52877338713,135598346.0,20404733.0,0
pub_py,1696556232.964254,50911212504,130333467.0,19347973.0,0
sub_py,1696556232.9642527,52505799674,134680197.0,20167367.0,0
pub_py,1696556286.2097633,50919394096,129951144.0,19391552.0,0
sub_py,1696556286.2168927,52483186.07,134073449.0,20195688.0,0
pub_py,1696556339.4827776,50892778825,129256505.0,19339367.0,0
sub_py,1696556339.4816473,52526330687,133956139.0,20198800.0,0
pub_py,1696556392.695941,50953922289,131125519.0,19344066.0,0
sub_py,1696556392.6868944,52506011611,135557514.0,20126352.0,0
pub_py,1696556445.944303,50928432361,136849137.0,19470958.0,0
sub_py,1696556445.9131165,52539068.5,141609501.0,20281564.0,0
pub_py,1696556499.1650622,50908757.0,130062411.0,19472729.0,0
sub_py,1696556499.1650624,52509585.43,134516990.0,20290048.0,0
pub_py,1696556552.4146695,50940554785,133404626.0,19536083.0,0
sub_py,1696556552.403429,52547143943,137991774.0,20363351.0,0
pub_py,1696556605.6298172,50917775538,130292025.0,19281872.0,0
sub_py,1696556605.6199412,52550334565,134802511.0,20129404.0,0
pub_py,1696556658.865997,50939104085,129697239.0,19363232.0,0
sub_py,1696556658.869679,52494743467,134029809.0,20159738.0,0
pub_py,1696556712.0661197,50926512373,131912749.0,19477611.0,0
sub_py,1696556712.053331,52547707734,136819902.0,20314096.0,0
pub_py,1696556765.3075666,50916218212,129562413.0,19319470.0,0
sub_py,1696556765.3080506,52482822.74,133943322.0,20141367.0,0
pub_py,1696556818.548453,50929846127,128289710.0,19053296.0,0
sub_py,1696556818.5545552,52495288751,132655789.0,19830821.0,0
pub_py,1696556871.7556877,51232300941,132605679.0,19611095.0,0
sub_py,1696556871.7600653,52828283299,137060684.0,20389230.0,0
pub_py,1696556925.9773586,50914296.4,130457490.0,19486888.0,0
sub_py,1696556925.9805167,52545135844,134959615.0,20319161.0,0
pub_py,1696556979.2435918,50926750268,129030736.0,19324475.0,0
sub_py,1696556979.2435846,52503037664,133703820.0,20158579.0,0
pub_py,1696557032.4863565,50901225175,132534756.0,19583385.0,0
sub_py,1696557032.4796562,52514936537,137362075.0,20405587.0,0
pub_py,1696557085.7142909,50944283885,128359291.0,19016675.0,0
sub_py,1696557085.6980848,52528140056,133010829.0,19843211.0,0
pub_py,1696557138.9539685,50919044841,129218236.0,19440197.0,0
sub_py,1696557138.945451,52524453229,133763940.0,20257943.0,0
pub_py,1696557192.1643155,50945785811,130070223.0,19331799.0,0
sub_py,1696557192.1587906,52504263904,134442527.0,20143992.0,0
pub_py,1696557245.4193342,50904568.43,128277260.0,19256787.0,0
sub_py,1696557245.4193814,52485682986,132641446.0,20047129.0,0
pub_py,1696557298.6432788,50933206435,130545259.0,19523204.0,0
sub_py,1696557298.6433713,52498866.07,134876730.0,20316415.0,0
pub_py,1696557351.8996282,50918131763,128805334.0,19398266.0,0
sub_py,1696557351.9098434,52500682278,132869838.0,20192636.0,0
pub_py,1696557405.1530764,50925604348,129820346.0,19429028.0,0
sub_py,1696557405.1530583,52483262633,134465964.0,20291696.0,0
pub_py,1696557458.3841898,50913381687,129699863.0,19327587.0,0
sub_py,1696557458.3834555,52489017.89,134128623.0,20140817.0,0
pub_py,1696557511.6308653,50902835801,129492100.0,19379345.0,0
sub_py,1696557511.641798,52480801869,133989830.0,20169138.0,0
