label,timestamp,cpu,mem
linear_cpp1,1696641288,0.0,104892
linear_cpp1,1696641299,0.0,105916
linear_cpp1,1696641310,0.0,104892
linear_cpp1,1696641320,0.0,105924
linear_cpp1,1696641331,0.0,105924
linear_cpp1,1696641341,0.0,105924
linear_cpp1,1696641352,0.0,104892
linear_cpp1,1696641362,0.0,105924
linear_cpp1,1696641373,0.0,104892
linear_cpp1,1696641384,0.0,104892
linear_cpp1,1696641394,0.0,104892
linear_cpp1,1696641405,0.0,106052
linear_cpp1,1696641415,0.0,105924
linear_cpp1,1696641426,0.0,105924
linear_cpp1,1696641436,0.0,105924
linear_cpp1,1696641447,0.0,105916
linear_cpp1,1696641458,0.0,105916
linear_cpp1,1696641468,0.0,104892
linear_cpp1,1696641479,0.0,105924
linear_cpp1,1696641489,0.0,105916
linear_cpp1,1696641500,0.0,105924
linear_cpp1,1696641510,0.0,105920
linear_cpp1,1696641521,0.0,105924
linear_cpp1,1696641532,0.0,105924
linear_cpp1,1696641542,0.0,105924
linear_cpp1,1696641553,0.0,104892
linear_cpp1,1696641563,0.0,104892
linear_cpp1,1696641574,0.0,105924
linear_cpp1,1696641585,0.0,104892
linear_cpp1,1696641595,0.0,105924
linear_cpp1,1696641606,0.0,105924
linear_cpp1,1696641616,0.0,105924
linear_cpp1,1696641627,0.0,105916
linear_cpp1,1696641637,0.0,105924
linear_cpp1,1696641648,0.0,104892
linear_cpp1,1696641659,0.0,104900
linear_cpp1,1696641669,0.0,105924
linear_cpp1,1696641680,0.0,105924
linear_cpp1,1696641690,0.0,105924
linear_cpp1,1696641701,0.0,105924
linear_cpp1,1696641711,0.0,105924
linear_cpp1,1696641722,0.0,104892
linear_cpp1,1696641733,0.0,105924
linear_cpp1,1696641743,0.0,104892
linear_cpp1,1696641754,0.0,105924
linear_cpp1,1696641764,0.0,105924
linear_cpp1,1696641775,0.0,105924
linear_cpp1,1696641786,0.0,104892
linear_cpp1,1696641796,0.0,104892
linear_cpp1,1696641807,0.0,105924
linear_cpp1,1696641817,0.0,105924
linear_cpp1,1696641828,0.0,105920
linear_cpp1,1696641838,0.0,105916
linear_cpp1,1696641849,0.0,105924
linear_cpp1,1696641860,0.0,105916
linear_cpp1,1696641870,0.0,104892
linear_cpp1,1696641881,0.0,104892
linear_cpp1,1696641891,0.0,104892
linear_cpp1,1696641902,0.0,105924
linear_cpp1,1696641912,0.0,104892
linear_cpp1,1696641923,0.0,104892
linear_cpp1,1696641934,0.0,106052
linear_cpp1,1696641944,0.0,104892
linear_cpp1,1696641955,0.0,104892
linear_cpp1,1696641965,0.0,105924
linear_cpp1,1696641976,0.0,104892
linear_cpp1,1696641986,0.0,105924
linear_cpp1,1696641997,0.0,105916
linear_cpp1,1696642008,0.0,105924
linear_cpp1,1696642018,0.0,104892
linear_cpp1,1696642029,0.0,104900
linear_cpp1,1696642039,0.0,105924
linear_cpp1,1696642050,0.0,105924
linear_cpp1,1696642060,0.0,104892
linear_cpp1,1696642071,0.0,105924
linear_cpp1,1696642082,0.0,105916
linear_cpp1,1696642092,0.0,104892
linear_cpp1,1696642103,0.0,105924
linear_cpp1,1696642113,0.0,105924
linear_cpp1,1696642124,0.0,104892
linear_cpp1,1696642135,0.0,104892
linear_cpp1,1696642145,0.0,104892
linear_cpp1,1696642156,0.0,105916
linear_cpp1,1696642166,0.0,105924
linear_cpp1,1696642177,0.0,105924
linear_cpp1,1696642186,0.0,104892
linear_cpp1,1696642197,0.0,105924
linear_cpp1,1696642208,0.0,105924
linear_cpp1,1696642218,0.0,104892
linear_cpp1,1696642229,0.0,105924
linear_cpp1,1696642239,0.0,105924
linear_cpp1,1696642250,0.0,104892
linear_cpp1,1696642260,0.0,104892
linear_cpp1,1696642271,0.0,104892
linear_cpp1,1696642282,0.0,105924
linear_cpp1,1696642292,0.0,105924
linear_cpp1,1696642303,0.0,104892
linear_cpp1,1696642313,0.0,104892
linear_cpp1,1696642324,0.0,105924
linear_cpp1,1696642334,0.0,105924
