Date,CPU Utilization,CPU Power
2024-11-23 02:01:55,0.00125628140704,0.27255560416658
2024-11-23 02:01:56,0.00000000000000,0.00000000000000
2024-11-23 02:01:57,0.00126103404792,0.26604138888878
2024-11-23 02:01:58,0.00000000000000,0.00000000000000
2024-11-23 02:01:59,0.00000000000000,0.00000000000000
2024-11-23 02:02:00,0.00252206809584,0.88119009090852
2024-11-23 02:02:01,0.00000000000000,0.00000000000000
2024-11-23 02:02:02,0.00000000000000,0.00000000000000
2024-11-23 02:02:03,0.00125313283208,0.39133862499997
2024-11-23 02:02:04,0.00000000000000,0.00000000000000
2024-11-23 02:02:05,0.00125786163522,0.42834086363622
2024-11-23 02:02:06,0.00000000000000,0.00000000000000
2024-11-23 02:02:07,0.00126262626263,0.47238955000066
2024-11-23 02:02:08,0.00000000000000,0.00000000000000
2024-11-23 02:02:09,0.00000000000000,0.00000000000000
2024-11-23 02:02:10,0.00125786163522,0.44454990476204
2024-11-23 02:02:11,0.00000000000000,0.00000000000000
2024-11-23 02:02:12,0.00125786163522,0.43168390909109
2024-11-23 02:02:13,0.00126262626263,0.47381470000109
2024-11-23 02:02:14,0.00000000000000,0.00000000000000
2024-11-23 02:02:15,0.00126742712294,0.53587033333315
2024-11-23 02:02:16,0.00000000000000,0.00000000000000
2024-11-23 02:02:17,0.00000000000000,0.00000000000000
2024-11-23 02:02:18,0.00125000000000,0.34015242857173
2024-11-23 02:02:19,0.00126262626263,0.39451067999937
2024-11-23 02:02:20,0.00000000000000,0.00000000000000
2024-11-23 02:02:21,0.00125628140704,0.37436988461503
2024-11-23 02:02:22,0.00125944584383,0.44643033333428
2024-11-23 02:02:23,0.00000000000000,0.00000000000000
2024-11-23 02:02:24,0.00000000000000,0.00000000000000
2024-11-23 02:02:25,0.00251572327044,0.76642872000113
2024-11-23 02:02:26,0.00000000000000,0.00000000000000
2024-11-23 02:02:27,0.00000000000000,0.00000000000000
2024-11-23 02:02:28,0.00126422250316,0.61449633333250
2024-11-23 02:02:29,0.00000000000000,0.00000000000000
2024-11-23 02:02:30,0.00125470514429,0.44048085714236
2024-11-23 02:02:31,0.00126582278481,0.43188922727264
2024-11-23 02:02:32,0.00000000000000,0.00000000000000
2024-11-23 02:02:33,0.00000000000000,0.00000000000000
2024-11-23 02:02:34,0.00125944584383,0.36176971428566
2024-11-23 02:02:35,0.00000000000000,0.00000000000000
2024-11-23 02:02:36,0.00125470514429,0.36199177777787
2024-11-23 02:02:37,0.00000000000000,0.00000000000000
2024-11-23 02:02:38,0.00125313283208,0.35332071428586
2024-11-23 02:02:39,0.00000000000000,0.00000000000000
2024-11-23 02:02:40,0.00125470514429,0.36755051851893
2024-11-23 02:02:41,0.00000000000000,0.00000000000000
2024-11-23 02:02:42,0.00251572327044,0.76347738461426
2024-11-23 02:02:43,0.00000000000000,0.00000000000000
2024-11-23 02:02:44,0.00000000000000,0.00000000000000
2024-11-23 02:02:45,0.00124843945069,0.34074096428542
2024-11-23 02:02:46,0.00126103404792,0.42464173913037
2024-11-23 02:02:47,0.00000000000000,0.00000000000000
2024-11-23 02:02:48,0.00125313283208,0.21592008219179
2024-11-23 02:02:49,0.00000000000000,0.00000000000000
2024-11-23 02:02:50,0.00126582278481,0.21539028048786
2024-11-23 02:02:51,0.00000000000000,0.00000000000000
2024-11-23 02:02:52,0.00125944584383,0.21075018072299
2024-11-23 02:02:53,0.00000000000000,0.00000000000000
2024-11-23 02:02:54,0.00000000000000,0.00000000000000
2024-11-23 02:02:55,0.00124843945069,0.19607852941194
2024-11-23 02:02:56,0.00125313283208,0.49677744444408
2024-11-23 02:02:57,0.00000000000000,0.00000000000000
2024-11-23 02:02:58,0.00125156445557,0.43148547619127
2024-11-23 02:02:59,0.00124843945069,0.40921745454464
2024-11-23 02:03:00,0.00000000000000,0.00000000000000
2024-11-23 02:03:01,0.00125470514429,0.57398533333326
2024-11-23 02:03:02,0.00000000000000,0.00000000000000
2024-11-23 02:03:03,0.00125470514429,0.54588556250019
2024-11-23 02:03:04,0.00000000000000,0.00000000000000
2024-11-23 02:03:05,0.00125000000000,0.52597675000106
2024-11-23 02:03:06,0.00000000000000,0.00000000000000
2024-11-23 02:03:07,0.00000000000000,0.00000000000000
2024-11-23 02:03:08,0.00125628140704,0.50129744444469
2024-11-23 02:03:09,0.00125156445557,0.47328572222129
2024-11-23 02:03:10,0.00125156445557,0.45225714999979
2024-11-23 02:03:11,0.00000000000000,0.00000000000000
2024-11-23 02:03:12,0.00000000000000,0.00000000000000
2024-11-23 02:03:13,0.00125000000000,0.49683211764718
2024-11-23 02:03:14,0.00125628140704,0.50619716666632
2024-11-23 02:03:15,0.00000000000000,0.00000000000000
2024-11-23 02:03:16,0.00125000000000,0.42868952380931
2024-11-23 02:03:17,0.00000000000000,0.00000000000000
2024-11-23 02:03:18,0.00125156445557,0.46157236842095
2024-11-23 02:03:19,0.00124223602484,0.34290400000016
2024-11-23 02:03:20,0.00000000000000,0.00000000000000
2024-11-23 02:03:21,0.00000000000000,0.00000000000000
2024-11-23 02:03:22,0.00125944584383,0.67384515384597
2024-11-23 02:03:23,0.00000000000000,0.00000000000000
2024-11-23 02:03:24,0.00124688279302,0.36310700000031
2024-11-23 02:03:25,0.00125628140704,0.49197599999995
2024-11-23 02:03:26,0.00000000000000,0.00000000000000
2024-11-23 02:03:27,0.00125313283208,0.48666261110985
2024-11-23 02:03:28,0.00000000000000,0.00000000000000
2024-11-23 02:03:29,0.00124843945069,0.43477675000031
2024-11-23 02:03:30,0.00000000000000,0.00000000000000
2024-11-23 02:03:31,0.00000000000000,0.00000000000000
2024-11-23 02:03:32,0.00125156445557,0.44882389999984
2024-11-23 02:03:33,0.00124843945069,0.45865873684249
2024-11-23 02:03:34,0.00000000000000,0.00000000000000
2024-11-23 02:03:35,0.00125944584383,0.71672891666579
2024-11-23 02:03:36,0.00125000000000,0.42784952380905
2024-11-23 02:03:37,0.00000000000000,0.00000000000000
2024-11-23 02:03:38,0.00000000000000,0.00000000000000
2024-11-23 02:03:39,0.00251256281407,1.16021026666664
2024-11-23 02:03:40,0.00000000000000,0.00000000000000
2024-11-23 02:03:41,0.00000000000000,0.00000000000000
2024-11-23 02:03:42,0.00125786163522,0.56578306250049
2024-11-23 02:03:43,0.00000000000000,0.00000000000000
2024-11-23 02:03:44,0.00125156445557,0.43347928571443
