exec,label,timestamp,cpu
44,listener,1734046724, 0.0
44,listener,1734046724,12.0
44,listener,1734046725,13.0
44,listener,1734046725, 6.5
44,listener,1734046726, 4.6
44,listener,1734046726, 5.0
44,listener,1734046727, 4.0
44,listener,1734046727, 4.0
44,listener,1734046728, 3.4
44,listener,1734046728, 3.8
44,listener,1734046729, 3.1
44,listener,1734046729, 3.3
44,listener,1734046730, 3.0
44,listener,1734046730, 3.1
44,listener,1734046731, 2.7
44,listener,1734046731, 2.8
44,listener,1734046732, 2.6
44,listener,1734046732, 2.6
44,listener,1734046733, 2.5
44,listener,1734046733, 2.6
44,listener,1734046734, 2.4
44,listener,1734046734, 2.4
44,listener,1734046735, 2.3
44,listener,1734046736, 2.3
44,listener,1734046736, 2.2
44,listener,1734046737, 2.3
44,listener,1734046737, 2.2
44,listener,1734046738, 2.2
44,listener,1734046738, 2.1
44,listener,1734046739, 2.2
44,listener,1734046739, 2.0
44,listener,1734046740, 2.1
44,listener,1734046740, 2.0
44,listener,1734046741, 2.0
44,listener,1734046741, 2.0
44,listener,1734046742, 1.8
44,listener,1734046742, 1.9
44,listener,1734046743, 1.9
44,listener,1734046743, 1.9
44,listener,1734046744, 1.8
44,listener,1734046744, 1.9
44,listener,1734046745, 1.8
44,listener,1734046745, 1.8
44,listener,1734046746, 1.8
44,listener,1734046746, 1.8
44,listener,1734046747, 1.7
44,listener,1734046747, 1.8
44,listener,1734046748, 1.7
44,listener,1734046748, 1.8
44,listener,1734046749, 1.7
44,listener,1734046749, 1.7
44,listener,1734046750, 1.7
44,listener,1734046750, 1.7
44,listener,1734046751, 1.7
44,listener,1734046751, 1.7
44,listener,1734046752, 1.7
44,listener,1734046752, 1.7
44,listener,1734046753, 1.7
44,listener,1734046754, 1.7
44,listener,1734046754, 1.6
44,listener,1734046755, 1.7
44,listener,1734046755, 1.6
44,listener,1734046756, 1.6
44,listener,1734046756, 1.6
44,listener,1734046757, 1.6
44,listener,1734046757, 1.6
44,listener,1734046758, 1.6
44,listener,1734046758, 1.6
44,listener,1734046759, 1.6
44,listener,1734046759, 1.6
44,listener,1734046760, 1.6
44,listener,1734046760, 1.6
44,listener,1734046761, 1.6
44,listener,1734046761, 1.6
44,listener,1734046762, 1.5
44,listener,1734046762, 1.6
44,listener,1734046763, 1.5
44,listener,1734046763, 1.6
44,listener,1734046764, 1.5
44,listener,1734046764, 1.6
44,listener,1734046765, 1.5
44,listener,1734046765, 1.5
44,listener,1734046766, 1.5
44,listener,1734046766, 1.5
44,listener,1734046767, 1.5
44,listener,1734046767, 1.5
44,listener,1734046768, 1.5
