Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-12-11 17:32:34,0.05381727158949,14.40511500000139,14.40511500000139,0.00000000000000
2024-12-11 17:32:35,0.07323232323232,17.06361599999946,17.06361599999946,0.00000000000000
2024-12-11 17:32:36,0.07393483709273,17.01484899999923,17.01484899999923,0.00000000000000
2024-12-11 17:32:37,0.05897114178168,14.85762799999793,14.85762799999793,0.00000000000000
2024-12-11 17:32:38,0.05527638190955,14.66774799999985,14.66774799999985,0.00000000000000
2024-12-11 17:32:39,0.17045454545455,22.89611999999761,22.89611999999761,0.00000000000000
2024-12-11 17:32:40,0.08207070707071,17.70991600000707,17.70991600000707,0.00000000000000
2024-12-11 17:32:41,0.05949367088608,15.87123599999904,15.87123599999904,0.00000000000000
2024-12-11 17:32:42,0.06234096692112,17.30433799999446,17.30433799999446,0.00000000000000
2024-12-11 17:32:43,0.06463878326996,17.05024899999989,17.05024899999989,0.00000000000000
2024-12-11 17:32:44,0.11237373737374,21.28009700000257,21.28009700000257,0.00000000000000
2024-12-11 17:32:45,0.09948979591837,20.90137500000128,20.90137500000128,0.00000000000000
2024-12-11 17:32:46,0.15316455696203,24.32104399999662,24.32104399999662,0.00000000000000
2024-12-11 17:32:47,0.16020025031289,23.44787700000597,23.44787700000597,0.00000000000000
2024-12-11 17:32:48,0.19375000000000,26.83092499999475,26.83092499999475,0.00000000000000
2024-12-11 17:32:49,0.18523153942428,26.34282800000074,26.34282800000074,0.00000000000000
2024-12-11 17:32:50,0.10050251256281,18.92573299999640,18.92573299999640,0.00000000000000
2024-12-11 17:32:51,0.11152882205514,20.27118899999914,20.27118899999914,0.00000000000000
2024-12-11 17:32:52,0.16185696361355,23.12500100000034,23.12500100000034,0.00000000000000
2024-12-11 17:32:53,0.08015267175573,18.65315100000589,18.65315100000589,0.00000000000000
2024-12-11 17:32:54,0.16708542713568,24.41070399999444,24.41070399999444,0.00000000000000
2024-12-11 17:32:55,0.09426751592357,19.79389500000252,19.79389500000252,0.00000000000000
2024-12-11 17:32:56,0.09410288582183,18.12611299999844,18.12611299999844,0.00000000000000
2024-12-11 17:32:57,0.39235668789809,35.48831200000132,35.48831200000132,0.00000000000000
2024-12-11 17:32:58,0.08020050125313,17.46644699999888,17.46644699999888,0.00000000000000
2024-12-11 17:32:59,0.14861460957179,20.48633700000210,20.48633700000210,0.00000000000000
2024-12-11 17:33:00,0.13147914032870,21.19043699999747,21.19043699999747,0.00000000000000
2024-12-11 17:33:01,0.07585335018963,17.09572000000480,17.09572000000480,0.00000000000000
2024-12-11 17:33:02,0.05941845764855,15.85201000000234,15.85201000000234,0.00000000000000
2024-12-11 17:33:03,0.15519399249061,24.93413999999757,24.93413999999757,0.00000000000000
2024-12-11 17:33:04,0.11403508771930,19.82709800000157,19.82709800000157,0.00000000000000
2024-12-11 17:33:05,0.12642225031606,23.14581500000349,23.14581500000349,0.00000000000000
2024-12-11 17:33:06,0.08964646464646,19.18891599999915,19.18891599999915,0.00000000000000
2024-12-11 17:33:07,0.07672955974843,17.65589999999793,17.65589999999793,0.00000000000000
2024-12-11 17:33:08,0.06463878326996,17.03712600000290,17.03712600000290,0.00000000000000
2024-12-11 17:33:09,0.14777070063694,24.58257899999444,24.58257899999444,0.00000000000000
2024-12-11 17:33:10,0.12833545108005,22.76318600000377,22.76318600000377,0.00000000000000
2024-12-11 17:33:11,0.14104193138501,24.35473500000080,24.35473500000080,0.00000000000000
2024-12-11 17:33:12,0.24621212121212,29.69029299999966,29.69029299999966,0.00000000000000
2024-12-11 17:33:13,0.18481012658228,20.88202599999931,20.88202599999931,0.00000000000000
2024-12-11 17:33:14,0.09547738693467,16.78480799999670,16.78480799999670,0.00000000000000
2024-12-11 17:33:15,0.08417085427136,17.62684699999954,17.62684699999954,0.00000000000000
2024-12-11 17:33:16,0.37452711223203,34.83975500000088,34.83975500000088,0.00000000000000
2024-12-11 17:33:17,0.62853470437018,44.10846899999888,44.10846899999888,0.00000000000000
2024-12-11 17:33:18,0.36328626444159,28.73527800000011,28.73527800000011,0.00000000000000
2024-12-11 17:33:19,0.43489254108723,25.22997599999508,25.22997599999508,0.00000000000000
2024-12-11 17:33:20,0.48737373737374,25.36553600000479,25.36553600000479,0.00000000000000
2024-12-11 17:33:21,0.76844783715013,26.85887899999943,26.85887899999943,0.00000000000000
2024-12-11 17:33:22,0.94140127388535,27.00072399999772,27.00072399999772,0.00000000000000
2024-12-11 17:33:23,0.62722646310433,25.97924300000159,25.97924300000159,0.00000000000000
2024-12-11 17:33:24,0.37660668380463,25.13061200000084,25.13061200000084,0.00000000000000
2024-12-11 17:33:25,0.14030612244898,21.53717599999800,21.53717599999800,0.00000000000000
2024-12-11 17:33:26,0.22081218274112,22.88763699999981,22.88763699999981,0.00000000000000
2024-12-11 17:33:27,0.16349809885932,21.28638299999875,21.28638299999875,0.00000000000000
2024-12-11 17:33:28,0.14393939393939,21.05207000000519,21.05207000000519,0.00000000000000
2024-12-11 17:33:29,0.16133162612036,23.89483699999982,23.89483699999982,0.00000000000000
2024-12-11 17:33:30,0.18481012658228,26.51500699999451,26.51500699999451,0.00000000000000
2024-12-11 17:33:31,0.16876574307305,25.03442100000393,25.03442100000393,0.00000000000000
2024-12-11 17:33:32,0.16645649432535,24.62304500000027,24.62304500000027,0.00000000000000
2024-12-11 17:33:33,0.15929203539823,24.38177400000131,24.38177400000131,0.00000000000000
2024-12-11 17:33:34,0.16071428571429,24.92675499999314,24.92675499999314,0.00000000000000
